file,algorithm,time_to_goal_s,final_goal_distance_m,executed_path_length_m,flight_duration_s,min_clearance_m,mean_clearance_m,p05_clearance_m,collision_strict_samples,collision_near_miss_samples,collision_tail_samples,collision_strict_rate,collision_near_miss_rate,collision_tail_rate,collision_strict_time_s,collision_strict_events,collision_near_miss_events,collision_tail_events,empirical_cvar_5pct_m,empirical_cvar_10pct_m,planned_min_clearance_m,rms_target_error_m,max_target_error_m,mean_speed_mps,max_speed_mps,cmd_rms_accel_mps2,cmd_max_accel_mps2,cmd_rms_jerk_mps3,cmd_max_jerk_mps3,publish_rate_hz,plan_latency_mean_ms,plan_latency_p95_ms,plan_latency_max_ms,mean_planned_path_length_m
M4_im2_full_seed1_summary.json,im2_mppi,,,7946.289261157148,89.95,,,,0,0,0,,,,0.0,0,0,0,,,,,,88.36825095417808,167.8348673168518,,,,,,,,,
