t,x,y,z,vx,vy,vz,speed,target_error,target_age_s,obstacle_clearance,goal_distance
27.6,-940.4421583616088,-29.41588423461223,22.94360317524329,56.45755460960054,-2.7437170945264273,11.522874393264422,57.68674102663257,,,,
27.65,-942.4025732280719,-29.491206525200482,22.989616963031985,56.5163671540368,-2.7465927128671153,11.534886644652282,57.74683660362048,,,,
27.7,-944.3650292924017,-29.56660664902926,23.035678945090268,56.57517969847225,-2.749468331207278,11.546898896044354,57.80693218061488,,,,
27.75,-948.2960650146612,-29.717640396408413,23.12794749201561,56.69280478734409,-2.755219567886585,11.570923398825453,57.927123334623275,,,,
27.8,-950.264644672591,-29.79327401995878,23.174154056882667,56.75161733178053,-2.75809518622593,11.582935650213516,57.98721891163709,,,,
27.85,-954.2079275820507,-29.9447747667811,23.26671176942556,56.869242420652625,-2.763846422904355,11.606960152992102,58.10741006568357,,,,
27.9,-956.1826308335806,-30.020641890053056,23.31306291710139,56.92805496508827,-2.7667220412435456,11.618972404384028,58.16750564271647,,,,
27.95,-960.1381609302405,-30.172609636318548,23.40590979526183,57.045680053960695,-2.7724732779225487,11.642996907162416,58.28769679680127,,,,
28.0,-962.1189877753704,-30.248710259312084,23.45240552574644,57.104492598397236,-2.775348896262429,11.655009158549586,58.34779237385305,,,,
28.05,-966.0867650592303,-30.40114500502075,23.545541569524428,57.2221176872684,-2.7811001329431573,11.679033661332376,58.467983527975264,,,,
28.1,-968.0737154979603,-30.477479127735872,23.592181882817812,57.28093023170425,-2.7839757512841636,11.691045912722938,58.52807910504584,,,,
28.15,-972.0537399690203,-30.63038087288771,23.68560709221335,57.398555320576875,-2.789726987967846,11.71507041549916,58.64827025920563,,,,
28.2,-974.0468140013503,-30.70694849532442,23.732391988315506,57.45736786501294,-2.792602606310524,11.727082666887334,58.708365836294604,,,,
28.25,-978.0390856596105,-30.860317239919425,23.826106363328595,57.57499295388369,-2.798353842997611,11.751107169671265,58.828556990491236,,,,
28.3,-980.0382832855405,-30.93711836207772,23.873035842239528,57.63380549831957,-2.8012294613422335,11.763119421060864,58.88865256759881,,,,
28.35,-984.0428021310007,-31.0909541061159,23.967039382870166,57.75143058719198,-2.8069806980335703,11.78714392383591,59.008843721832136,,,,
28.4,-986.0481233505309,-31.167988727995777,24.014113444589874,57.81024313162727,-2.809856316380249,11.799156175226713,59.06893929895771,,,,
28.45,-990.0648893831913,-31.322291471477126,24.10840615083806,57.92786822049795,-2.8156075530757785,11.823180678009564,59.189130453227406,,,,
28.5,-992.0763341963215,-31.399559593078592,24.155624795366545,57.9866807649338,-2.8184831714246803,11.83519292939826,59.24922603037128,,,,
28.55,-994.0898202073183,-31.476905547920587,24.202891634164615,58.0454933093699,-2.8213587897743553,11.847205180785526,59.30932160752115,,,,
28.6,-998.1229158229122,-31.631830957326166,24.297569894569538,58.16311839824034,-2.82711002647562,11.871229683566721,59.429512761838446,,,,
28.65,-1000.1425254275091,-31.709410411889742,24.344981316176384,58.22193094267552,-2.8299856448273135,11.883241934958027,59.48960833900615,,,,
28.7,-1004.187868230303,-31.86480282073849,24.439948742198858,58.339556031546856,-2.835736881532816,11.90726643773535,59.609799493359304,,,,
28.75,-1006.2136014284999,-31.942615775023654,24.48750474661448,58.398368575982694,-2.838612499886499,11.919278689122457,59.669895070544605,,,,
28.8,-1010.2711914184939,-32.09847518331557,24.582761338254503,58.51599366485238,-2.844363736595579,11.943303191905972,59.79008622493277,,,,
28.85,-1012.303048210291,-32.176521637322324,24.6304619254789,58.574806209287594,-2.847239354950968,11.955315443296241,59.85018180213571,,,,
28.9,-1016.3728853874852,-32.33284804505742,24.726007682736473,58.692431298158915,-2.852990591663393,11.979339946071931,59.97037295655896,,,,
28.95,-1018.4108657728823,-32.41112799878576,24.773852852769643,58.7512438425941,-2.8558662100202903,11.991352197460893,60.03046853377905,,,,
29.0,-1022.4929501372766,-32.567921405964015,24.869687775644763,58.868868931463616,-2.861617446735222,12.015376700244481,60.150659688236836,,,,
29.05,-1024.5370541162738,-32.64643485941393,24.91767752848671,58.92768147589893,-2.8644930650933067,12.02738895163362,60.210755265474354,,,,
29.1,-1028.631385667868,-32.80369526603536,25.013801616979382,59.04530656476994,-2.8702443018104358,12.051413454409008,60.330946419966345,,,,
29.15,-1030.6816132404651,-32.88244221920688,25.061935952630105,59.10411910920441,-2.8731199201693407,12.063425705801293,60.391041997220775,,,,
29.2,-1034.7881919792599,-33.040169625271474,25.158349206740326,59.2217441980743,-2.8788711568878274,12.087450208582638,60.51123315174689,,,,
29.25,-1036.844543145457,-33.119150078164566,25.20662812519982,59.280556742509766,-2.8817467752474,12.099462459970695,60.57132872901839,,,,
29.3,-1040.9633690714513,-33.277344483672344,25.30333054492759,59.39818183138005,-2.8874980119667715,12.123486962748402,60.69151988357788,,,,
29.35,-1043.0258438312485,-33.35655843628703,25.35175404619586,59.45699437581456,-2.8903736303265517,12.135499214140964,60.75161546086612,,,,
29.4,-1045.0903597889126,-33.43585022214224,25.40022574173372,59.5158069202495,-2.8932492486864243,12.147511465531501,60.811711038159935,,,,
29.45,-1049.2255152978407,-33.59466729357423,25.497313715618226,59.63343200912042,-2.899000485406169,12.171535968307483,60.93190219276414,,,,
29.5,-1051.2961548491048,-33.674192579151025,25.54592999396486,59.692244553555625,-2.9018761037660106,12.183548219695739,60.99199777007432,,,,
29.55,-1055.4435575452328,-33.833476650026206,25.64330713346692,59.80986964242479,-2.9076273404853223,12.207572722479812,61.1121889247114,,,,
29.6,-1057.520320690097,-33.913235435324594,25.692067994622327,59.86868218685996,-2.910502958844897,12.219584973869338,61.17228450203818,,,,
29.65,-1061.6799705734252,-34.07298650564293,25.789734299741934,59.986307275731065,-2.916254195563673,12.243609476644199,61.29247565670798,,,,
29.7,-1063.7628573118893,-34.15297879066289,25.838639743706118,60.04511982016572,-2.9191298139227713,12.255621728035173,61.352571234050814,,,,
29.75,-1068.05758083938,-34.31791386967937,25.939479176038372,60.16620447047269,-2.9250502046615274,12.280352833840926,61.476297422715234,,,,
29.8,-1070.146711241907,-34.39814423284684,25.98853203776837,60.225017014908104,-2.9279258230201117,12.292365085229449,61.53639300007473,,,,
29.85,-1074.331095640561,-34.558838458903345,26.08678234403714,60.3426421037789,-2.9336770597366337,12.316389588005652,61.65658415480953,,,,
29.9,-1076.426349636688,-34.63930232179239,26.135979788575913,60.40145464821342,-2.936552678094478,12.328401839398335,61.716679732184936,,,,
29.95,-1080.622981222542,-34.80046354729208,26.234519260462235,60.51907973708375,-2.9423039148096066,12.352426342178392,61.8368708869518,,,,
30.0,-1082.724358812269,-34.88116090990272,26.28386128780978,60.57789228151942,-2.945179533166869,12.364438593565914,61.89696646434312,,,,
30.05,-1086.9332375853232,-35.04278913484556,26.382689925313656,60.695517370389496,-2.9509307698805722,12.388463096345976,62.01715761914123,,,,
30.1,-1089.0407387686503,-35.12371999717779,26.432176535469978,60.75432991482436,-2.9538063882370613,12.400475347737652,62.07725319654826,,,,
30.15,-1091.150281149844,-35.204728692750535,26.481711339895888,60.81314245925965,-2.9566820065933355,12.412487599127328,62.13734877396051,,,,
30.2,-1095.3754895058314,-35.366979583617635,26.580925531556495,60.93076754813109,-2.9624332433053038,12.436512101902292,62.25753992880048,,,,
30.25,-1097.4911554806254,-35.44822177891196,26.630604918791178,60.989580092565944,-2.9653088616608794,12.4485243532932,62.31763550622805,,,,
30.3,-1101.7286110238133,-35.610939669222205,26.730108276069338,61.1072051814359,-2.9710600983714324,12.47254885607595,62.43782666109898,,,,
30.35,-1103.8504005922073,-35.69241536423813,26.779932246112796,61.16601772587149,-2.973935716726462,12.4845611074645,62.49792223854215,,,,
30.4,-1108.1001033225948,-35.85560025399157,26.879724769008504,61.28364281474261,-2.979686953435954,12.508585610240726,62.61811339344353,,,,
30.45,-1110.2280164845888,-35.93730944872907,26.92969332186074,61.3424553591773,-2.982562571790358,12.52059786163348,62.678208970901885,,,,
30.5,-1114.4899664021768,-36.10096133792566,27.029775010374,61.460080448047904,-2.988313808498855,12.544622364413609,62.79840012583387,,,,
30.55,-1116.6240031577709,-36.18290403238475,27.079888146035007,61.51889299248376,-2.991189426852893,12.556634615801109,62.858495703307426,,,,
30.6,-1120.898200262559,-36.347022921024525,27.180259000165815,61.63651808135413,-2.996940663560555,12.580659118581039,62.978686858269235,,,,
30.65,-1123.0383606117528,-36.4291991152052,27.2305167186356,61.69533062578909,-2.999816281914175,12.59267136997297,63.03878243575778,,,,
30.7,-1127.3248049037409,-36.59378500328813,27.331176738383956,61.81295571466021,-3.005567518621283,12.616695872751002,63.15897359074978,,,,
30.75,-1129.471088846535,-36.6761946971904,27.381579039662515,61.8717682590962,-3.008443136974749,12.628708124137788,63.219069168253164,,,,
30.8,-1133.83305729499,-36.84367715594035,27.484014210195827,61.99112312868478,-3.0142789506917014,12.653085928432011,63.341027840260246,,,,
30.85,-1135.9855248666158,-36.926322638777144,27.53456251176168,62.04993567311999,-3.0171545690449695,12.665098179822767,63.40112341777855,,,,
30.9,-1138.1400336361082,-37.00904595485447,27.585159007597127,62.108748217555586,-3.020030187398204,12.67711043121165,63.461218995301735,,,,
30.95,-1142.4551747686926,-37.17472608673072,27.686496582076796,62.22637330642715,-3.0257814241046623,12.701134933986776,63.581410150362544,,,,
31.0,-1144.6158071317848,-37.257682902529645,27.737237660721018,62.28518585086184,-3.0286570424578096,12.71314718537934,63.64150572790016,,,,
31.05,-1148.9431954515692,-37.42383003384908,27.838864400818238,62.40281093973232,-3.034408279164169,12.737171688160775,63.76169688299019,,,,
31.1,-1151.1099514082616,-37.507020349369576,27.889750062271233,62.4616234841681,-3.03728389751745,12.749183939548747,63.8217924605424,,,,
31.15,-1155.4495869152465,-37.673634480132165,27.991665967986005,62.57924857303908,-3.043035134223977,12.773208442326077,63.94198361566089,,,,
31.2,-1157.6224664655388,-37.75705829537426,28.042696212247776,62.63806111747388,-3.045910752577273,12.78522069371881,64.00207919322743,,,,
31.25,-1161.9743491597233,-37.92413942558003,28.144901283580097,62.75568620634469,-3.0516619892840646,12.809245196498361,64.12227034837474,,,,
31.3,-1164.1533523036157,-38.007796740543704,28.19607611065064,62.814498750780594,-3.0545376076375867,12.821257447885682,64.1823659259555,,,,
31.35,-1168.5174821850007,-38.17534487019264,28.29857034760051,62.93212383965315,-3.060288844344924,12.84528195065657,64.30255708113113,,,,
31.4,-1170.7026089224933,-38.2592356848779,28.34988975747983,62.99093638408972,-3.0631644626986763,12.857294202040606,64.36265265872596,,,,
31.45,-1175.0789859910783,-38.42725081397002,28.45267316004725,63.10856147296249,-3.0689156994064386,12.881318704809075,64.4828438139294,,,,
31.5,-1177.2702363221706,-38.511375128376855,28.504137152735343,63.167374017396426,-3.071791317760195,12.89333095620465,64.54293939153796,,,,
31.55,-1181.6588605779557,-38.67985725691213,28.607209720920316,63.28499910626532,-3.0775425544680424,12.917355458993399,64.66313054676947,,,,
31.6,-1183.8562345026482,-38.76421507104057,28.65881829641718,63.34381165070043,-3.080418172822147,12.929367710384392,64.72322612439213,,,,
